label_id,matched_wording,product_type,product_construction,product_material,product_treatment,product_type_status,review_status,reviewed_by,review_note
gold-302a2fb2903e84fb,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Gold Leaf; Pearls,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-3049a8f309fc7bb8,Wall Art,Wall Art,,Fabric,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-30880ee02fec162c,Framed Glass Art,Framed Glass Art,Chain; Framed,Glass,Stained Glass,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-3092a61afae21340,Decorative Bow,Decorative Bow,Dimensional,Paper,,accepted,reviewed,Codex independent catalog reviewer,"Material-only initial segment followed by explicit Dimensional Bow physical head and dimensions. Bow is stated form, Dimensional is stated construction; no prior product head or depiction marker makes this artwork. Preserve independently reviewed material and treatment."
gold-3099945cc7d390e8,Trinket Tray,Trinket Tray,,Ceramic,Metallic,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-30a0c1b8d02d0609,MDF Box,MDF Box,Floating,MDF,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-30aca1c2ec55b455,Hard Storage Box,Hard Storage Box,Lift-Off,Greyboard,Glitter,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-30b2ff500b725d90,Art Print,Art Print,,Paper,,accepted,reviewed,Codex independent frame-print gold reviewer,Art print is the literal physical product wording.
gold-30ca36f4a8da7921,Framed Canvas,Framed Canvas,Floating Frame,Canvas; Faux Leather,,accepted,reviewed,Codex independent material gold reviewer,Explicit physical canvas with faux leather modifier/patch; named material precedes artwork clause. Faux does not authorize real leather or inferred PU.
gold-31482944b9c58288,Jewelry Box,Jewelry Box,Zipper,,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-314a36c385e9f9a7,Pencil Cup,Pencil Cup,,,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-314ce51ed4a7d21b,Faux Book,Faux Book,,Greyboard,,accepted,reviewed,Codex independent product-type gold reviewer,Faux Books explicitly names the physical book-shaped article. It does not establish a storage-box function; singular and plural peers use the neutral Faux Book type.
gold-317dc893b42f0afb,Wall Basket,Wall Basket,,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-31e6fb73059acf0f,Block,Block,Rounded,Wood,,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-3235729dc23d6961,Block,Block,Die-Cut; Moving Needle,MDF,,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-3246fbc2abbb3350,Guitar Hook,Guitar Hook,,MDF,LED,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-3253c8beeb07d99f,Memo Board,Memo Board,Framed,Cork,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-32814f409f6ecf3f,Phone Stand,Phone Stand,,MDF,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-32babc2dbc582281,Framed Print,Framed Print,Framed,MDF; Metal,,accepted,reviewed,Codex independent frame-print gold reviewer,Metal bow frame is explicitly part of the MDF print assembly before licensed artwork begins.
gold-32c0b02aa6208863,Storage Hamper,Storage Hamper,,Felt,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-336229a8b909fc67,Clock,Clock,Die-Cut; Pendulum,MDF,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-348b951295ea1687,Trinket Tray,Trinket Tray,,Dolomite,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-351994b863d64172,Birdhouse,Birdhouse,,Wood,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-35b02856f7f0e59e,Print,Print,Stretched,PU,Screenprint,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-3615a740cabc79bf,Door Mat,Door Mat,,,,accepted,reviewed,Codex primary implementer,Independent source wording group review and complete atypical attribute suffix review; no reader predictions. Mat placement never inferred; poly alone does not establish a specific polymer.
gold-36341a01aaf1ae0a,Framed Print,Framed Print,Framed,,High Gloss,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-365a91b05e7f5250,Banner,Banner,Framed,Glass,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-366d3fe068d742a1,Shadowbox,Shadowbox,Molded,,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-368a95e52a186441,Tabletop Plaque,Tabletop Plaque,,MDF,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-36c68688f4933a39,Plaque,Plaque,Die-Cut; Framed,MDF,,accepted,reviewed,Codex independent partition five source reviewer,"Framed explicitly describes the physical die-cut MDF plaque; chalkboard is its surface/function, not the primary object."
gold-375c9bf99885f66f,Memo Holder,Memo Holder,,,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-378743a4d932ee22,Storage Box,Storage Box,Lift-Off,Greyboard,Foil,accepted,reviewed,Codex independent catalog reviewer,"Physical lift-off-lid box explicitly stated, but neither Hard nor equivalent rigidity/construction stated. Greyboard material alone cannot teach Hard subtype. Preserve explicit Lift-Off, Greyboard and any stated foil."
gold-3793bea2f82fb8fd,MDF Box,MDF Box,Reverse,MDF; Wood,Veneer,accepted,reviewed,Codex independent catalog reviewer,With wood veneer directly qualifies physical MDF Box before artwork delimiter; applied veneer is explicit.
gold-379f64f1ff8becbf,Canvas,Canvas,,Canvas; Chenille,Embroidery,accepted,reviewed,Codex independent material gold reviewer,Explicit with chenille clause; embroidery retained only when stated
gold-37a3e661c111efd2,Canvas,Canvas,Staggered,Canvas,,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-37be30077a64a501,Wall Plaque,Wall Plaque,Die-Cut; Shaped,Acrylic,LED,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-38290b6a2a396c3f,Mug,Mug,,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-388d49daff5d8e68,Boxed Art,Boxed Art,Boxed,MDF,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed explicit physical wording; no inferred wall/tabletop form or material
gold-38fea5ee067f2530,Banner,Banner,Framed,Glass; Paper; Satin,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-392d2e473177133a,Letterboard,Letterboard,,,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-393ba2c524560339,Canvas Tapestry,Canvas Tapestry,,Canvas; MDF,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-39e71908d1fbbf1b,Lap Desk,Lap Desk,,,Foil,accepted,reviewed,Codex evaluation agent independent source review,Source wording independently inspected; product nouns explicit; artwork/size/color excluded; only stated materials and treatments retained.
gold-39fa39929933e396,Frame,Frame,,,,accepted,reviewed,Codex evaluation agent independent full source review,Baby frame explicitly named; photo insert or printed art not stated.
gold-39ff2f340de0cd59,Frame,Frame,,Glass,,accepted,reviewed,Codex independent catalog reviewer,Physical frame and Glass stated; malformed wording does not establish stained-glass art contents or framing of inner artwork. Conservative generic Frame per source adjudication; preserve Glass only.
gold-3aeaef70c1c94ae8,Canvas,Canvas,,Canvas,Chenille Patch,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-3b7d7844223ef90e,Pencil Cup,Pencil Cup,Die-Cut,Greyboard,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-3b8490e4d5280ff4,Plaque,Plaque,,,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-3ba87ef5ad8dd1bd,Canvas,Canvas,,Canvas,Distressed,accepted,reviewed,Codex independent treatment gold reviewer,Distressed directly modifies Canvas; no alternative physical finish variant stated. Equivalent to independently labeled Distressed Canvas peers; character and size do not change finish.
gold-3bf909f9b24e29a4,Canvas,Canvas,,Canvas,Metallic,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-3c5e36fd67704788,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Foil; Handpaint,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-3c60bc6c1173e5a6,MDF Box,MDF Box,Photo Insert,MDF,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-3ca4fca1523c42d4,Framed Art,Framed Art,Arch; Framed,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-3ca7d0b96312a35f,Banner,Banner,Hanging,Satin,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-3cb163a4bfddafc2,Decorative Knot,Decorative Knot,,Ceramic,,accepted,reviewed,Codex independent product-type gold reviewer,Ceramic knot is the literal decorative object.
gold-3d05f5f2439855d1,Framed Print,Framed Print,Framed,Paper,Soft Touch,accepted,reviewed,Codex independent catalog reviewer,Physical wording and modifiers independently reviewed against source
gold-3d786faf8b97a5d1,Trinket Tray,Trinket Tray,,Ceramic,Gloss,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-3dc2e4e5f7c1cb41,Porch Leaner,Porch Leaner,Die-Cut,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-3e33ac020956620c,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Glitter; Gravel,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-3f6784ef1d04789b,MDF Box,MDF Box,,MDF,Glitter,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-3f7868912cc9f9f3,Sticker,Sticker,,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-3fb85559319479c5,Shelf,Shelf,,,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-3ff411b52e1d6292,Canvas,Canvas,,Canvas,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-4003a621907c0520,Sign,Sign,,MDF,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-400bb865c354b384,Plaque,Plaque,Laser-Cut; Layered,MDF,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-40102cfa180ec5cc,Decorative Letter,Decorative Letter,,Greyboard,Foil,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-40764d543c950665,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Embellished,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-408d2b6e8aa7f7ac,Canvas,Canvas,Panel,Canvas,,accepted,reviewed,Codex independent construction gold reviewer,Canvas panel explicitly names the rigid panel construction.
gold-40c3ae6184449d96,Dry-Erase and Pin Board,Dry-Erase and Pin Board,Framed,Fabric; MDF,Dry-Erase,accepted,reviewed,Codex independent catalog reviewer,"Entire source description individually inspected; explicit compound physical item or named retail set, not mixed assortment; no reader predictions"
gold-40e04abc6b70d105,Rug,Rug,,Polyester,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-41323f02fdddfc65,Framed Glass Art,Framed Glass Art,Framed,Glass,Glitter,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-4136331ef783c0d1,Kitchen Mat,Kitchen Mat,,,,accepted,reviewed,Codex primary implementer,Independent source wording group review and complete atypical attribute suffix review; no reader predictions. Mat placement never inferred; poly alone does not establish a specific polymer.
gold-4182a41c6b89c56a,Storage Hamper,Storage Hamper,,Fabric; PU,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-420de4db63c5525f,Framed Canvas,Framed Canvas,Framed; Matted,Canvas,Foil,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-422868c688b4c83f,Tall Sign,Tall Sign,Die-Cut,MDF,LED,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-4264bc0209bcdf48,Framed Art,Framed Art,Framed,MDF,,accepted,reviewed,Codex independent product-type gold reviewer,"Art is the explicit physical noun, and printed describes the MDF process. No print noun or separate printed-paper insert is stated; therefore Framed Art is the source-supported type."
gold-4297e0c50e1c8d91,Storage Bin,Storage Bin,Square; Woven,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-42b45c3c2a9c2b24,Calendar,Calendar,,,,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
gold-430efa955bac4ff8,Cube,Cube,,Ceramic,Decal,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-43309b015f394fe3,Shadowbox,Shadowbox,,,Diamond Dust,accepted,reviewed,Codex independent product-type gold reviewer,Bare shadowbox shorthand identifies Shadowbox; no physical frame wording supports Framed Shadowbox. Matches neutral shadowbox peers6802/6808; explicit Framed Glass Shadowbox is a negative control and remains framed.
gold-4343db0d00c37cc4,Pencil Cup,Pencil Cup,Die-Cut,MDF,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-43715eeda2e81f68,Framed Art,Framed Art,Deckled Edge; Framed,Paper,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-43f238a3d92b775e,Glass Art,Glass Art,,Glass,Pressed Leaves,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-4471aa38080106fc,Phone Stand,Phone Stand,,,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-44b97b0f8bb73ba0,Neon Box,Neon Box,Die-Cut,Greyboard,LED,accepted,reviewed,Codex independent material gold reviewer,"Die-cut explicitly modifies physical cast frame, infinity-art frame, neon box, or tin sign; negated no-diecut rows excluded."
gold-4515114eba211c8e,Canvas,Canvas,,Canvas,Chenille Patch; Glitter,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-45465cf0253103b9,Storage Chest,Storage Chest,Flat-Top,Greyboard,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-45515d2561e814a6,Storage Chest,Storage Chest,Flat-Domed,Greyboard,Spot Gloss,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-456101c3f503cbe8,Mat,Mat,,Rubber,Embossed,accepted,reviewed,Codex independent partition one source reviewer,Rubber mat is explicit but floor placement is not.
gold-457dd7839e8e8a28,Hard Storage Box,Hard Storage Box,,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-45afe591896fa741,Framed Print,Framed Print,Deckled Edge; Framed,Glass,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-465fffb1dfe7b702,Storage Basket,Storage Basket,Plush,Felt,Embroidery,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-46603b63b503ef69,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Diamond Dust,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-4682146f16c66219,Framed Print,Framed Print,Framed,Wood,,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
gold-468489c68f7da476,Framed Print,Framed Print,Framed; Matted,Glass,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-4688d84bdd6d90eb,Lenticular Art,Lenticular Art,,,Adhesive,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-4699bf201f5ae468,Framed Art,Framed Art,Framed; Matted,Faux Leather,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-469c72cca3495b52,Canvas,Canvas,,Canvas,Flocking,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-46ae39ee52149057,Hang Tab,Hang Tab,,,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-471a9b0d23a83177,Framed Canvas,Framed Canvas,Framed,Canvas,,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-474179120161b03a,Glass Art,Glass Art,,Glass,LED,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-4761a1830f9ccc7b,Foam Wall Decor,Foam Wall Decor,,Foam,Debossed,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-476c220ca1bafb1b,Lap Desk,Lap Desk,Folding,MDF,,accepted,reviewed,Codex evaluation agent independent source review,Source wording independently inspected; product nouns explicit; artwork/size/color excluded; only stated materials and treatments retained.
gold-47ce9d92fe81a3a0,Storage Bin,Storage Bin,,Canvas; Cotton Rope,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-482a483f70230ba5,Floating Character Box,Floating Character Box,Floating,MDF,Glitter,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned. Source class correction: explicit Oxford means Fabric; floating character physical form and floating frame vocabulary retained.
gold-483a5443763f7788,Plaque,Plaque,,MDF; Metal; Wood,Veneer,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-485a9404929cc52f,Tabletop Block,Tabletop Block,,Ceramic,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-48b72b99560993b9,Storage Trunk,Storage Trunk,,,,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
gold-48cb5785b1b53e30,Window Cling,Window Cling,,,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-49e706b137f9c3b8,Folding Frame Set,Folding Frame Set,Folding,,,accepted,reviewed,Codex independent catalog reviewer,"All selected source descriptions individually inspected; full product wording and suffix reviewed; independent semantic labels, not reader predictions"
gold-49e717756f6dc2a7,Chalkboard Box,Chalkboard Box,,MDF; Wood,,accepted,reviewed,Codex independent product-type gold reviewer,Functional chalkboard on a box states both forms.
gold-4a1c36675bd8eafc,Corkboard with Dry-Erase Board,Corkboard with Dry-Erase Board,Die-Cut; Magnetic,Cork,Dry-Erase,accepted,reviewed,Codex independent catalog reviewer,"Entire source description individually inspected; explicit compound physical item or named retail set, not mixed assortment; no reader predictions"
gold-4a51ea8b9c4d1926,MDF Box,MDF Box,,MDF,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-4a6c7c74f2bd355e,Framed Glass Shadowbox,Framed Glass Shadowbox,,Glass; Linen,Foil; Textured,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-4a7014925005179f,Canvas,Canvas,,Canvas,High Gloss; LED,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-4b2e125d27a56776,Framed Glass Shadowbox,Framed Glass Shadowbox,Framed,Glass,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-4b474985390f9cc3,Storage Cube,Storage Cube,Tapered,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-4bbbe308f6c443ac,Tabletop Block,Tabletop Block,Die-Cut,MDF,LED,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-4c0704da3babd965,Framed Print,Framed Print,Framed,MDF,Invisible Ink; UV Light,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-4cb7dae31d290e48,Wall Art,Wall Art,Woven,,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-4cf1fdb652d5843f,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Foil,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-4d5204bd2b0e4263,Tabletop Decor,Tabletop Decor,,Ceramic,,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
gold-4d80f6bdcc75589c,Framed Canvas,Framed Canvas,Floating Frame,Canvas; Faux Fur,Attachment,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-4ddb3f72c153f9a1,Print,Print,,Paper,Embossed,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-4de5d4f764e430aa,Sign,Sign,Die-Cut,Metal,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-4dff274f31aaeadf,Box,Box,,PVC; Steel,Applique; Galvanized,accepted,reviewed,Codex independent catalog reviewer,Galvanized directly qualifies physical Steel box; identical product clause to accepted peer7936. Licensor/artwork cannot change this stated treatment. Retain explicit Applique.
gold-4e3ba93319aa692a,Canvas,Canvas,,Canvas,Gel Coat,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-4e6f9939c0998ba6,Mask,Mask,Molded,Polyresin,,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
gold-4e720d488db13a82,Countdown Calendar,Countdown Calendar,,MDF,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-4e95bfa40413a22f,Storage Toy Chest,Storage Toy Chest,,Greyboard,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-4f1873ca3d5d31b7,Frame,Frame,Framed,MDF,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-4f352bfd13d77a89,Painting,Painting,,,Embellished,accepted,reviewed,Codex independent catalog reviewer,Physical wording and modifiers independently reviewed against source
gold-4f4399e760fd7d4a,Framed Art,Framed Art,Framed; Setback,,Beaded Garland,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-4fcacd68eefdf686,Wall Mask,Wall Mask,Molded,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-4fec49d662482dc3,Framed Lenticular Art,Framed Lenticular Art,Framed,Plastic,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-4ff2e928f43af914,Storage Chest,Storage Chest,Flat-Top,,,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
